region,postcode,place,county,Gravemaskin - belter,Lastebiler,Hjullastere,Traktorer,Maskinhengere,Gravemaskin - hjul,Minimaskiner < 5tonn,Dumpere,Borevogner,Knuseverk,Trekkvogner,Kompressorer,Containerbiler,Bulldosere,Veghøvler,Andre,Maskiner Totalt,Registrering år,Næring,Antall ansatte,Omsetning EUR,Name
Region Sørøst,3793,Sannidal,Telemark,9,6,4,1,0,0,0,8,0,2,1,0,0,0,1,0,32,"=""19.02.1995",Grunnarbeid (43120),45,9707928,Company 1797
Region Vest,6847,Vassenden,Sogn og Fjordane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1798
Region Sørøst,3550,Gol,Buskerud,4,2,0,2,2,0,0,1,1,0,0,0,0,0,0,1,13,,,,,Company 1799
Region Vest,6843,Skei i Jølster,Sogn og Fjordane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1800
Region Vest,6843,Skei i Jølster,Sogn og Fjordane,6,2,1,0,1,1,0,1,2,1,1,1,1,0,0,0,18,,,,,Company 1801
Region Nord,9915,Kirkenes,Finnmark,13,3,6,0,1,1,5,1,4,3,1,1,1,1,0,5,46,,,,,Company 1802
Region Nord,8647,Bleikvasslia,Nordland,2,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,10,,,,,Company 1803
Region Sørøst,3737,Skien,Telemark,6,1,1,0,0,6,0,1,2,0,0,0,0,1,0,0,18,,,,,Company 1804
Region Nord,9735,Karasjok,Finnmark,2,1,2,1,1,1,2,0,0,1,0,1,1,0,0,6,19,"=""19.02.1995",Grunnarbeid (43120),2,,Company 1805
Region Nord,9450,Hamnvik,Troms,1,7,3,1,2,1,0,0,0,1,1,0,0,0,0,1,18,"=""13.04.2004",Godstransport på vei (49410),16,2519210,Company 1806
Region Midt,6011,Ålesund,Møre og Romsdal,12,6,1,1,1,1,6,2,2,2,1,1,1,0,1,0,38,"=""19.02.1995",Grunnarbeid (43120),38,6832026,Company 1807
Region Midt,7170,Åfjord,Sør-Trøndelag,29,10,12,0,2,1,0,15,0,2,12,0,0,5,1,7,96,,,,,Company 1808
Region Sørvest,4516,Mandal,Vest-Agder,80,30,25,7,2,3,4,26,17,13,2,10,2,3,2,11,237,"=""19.02.1995",Annen spesialisert bygge- og anleggsvirksomhet (43990),224,45282881,Company 1809
Region Midt,7810,Namsos,Nord-Trøndelag,4,2,1,0,0,0,0,1,1,1,0,0,0,1,0,0,11,"=""19.02.1995",Grunnarbeid (43120),4,,Company 1810
Region Øst,2730,Lunner,Oppland,5,2,2,2,1,2,1,1,0,1,0,0,0,0,0,2,19,,,,,Company 1811
Region Sørøst,3656,Atrå,Telemark,3,1,1,0,0,1,0,0,1,2,0,0,0,0,0,0,9,"=""19.02.1995",Grunnarbeid (43120),3,410268,Company 1812
Region Sørvest,4009,Stavanger,Rogaland,2,1,0,0,1,1,3,0,0,0,0,0,0,0,0,1,9,"=""25.09.1997",Grunnarbeid (43120),5,750646,Company 1813
Region Sørvest,4730,Vatnestrøm,Aust-Agder,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,,,Company 1814
Region Midt,6391,Tresfjord,Møre og Romsdal,4,2,2,3,1,0,2,1,0,2,1,0,0,0,0,0,18,"=""19.02.1995",Bygging av vann- og kloakkanlegg (42210),6,781252,Company 1815
Region Øst,1705,Sarpsborg,Østfold,5,4,0,0,2,2,1,0,1,0,0,0,2,0,0,0,17,"=""19.02.1995",Grunnarbeid (43120),35,4061665,Company 1816
Region Nord,9288,Tromsø,Troms,7,2,4,0,1,0,1,1,1,0,1,0,0,0,0,0,18,,,,,Company 1817
Region Vest,5647,Baldersheim,Hordaland,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,Company 1818
Region Sørøst,3261,Larvik,Vestfold,17,3,3,2,2,1,0,2,0,0,0,0,0,0,0,7,37,"=""19.02.1995",Bygging av vann- og kloakkanlegg (42210),43,10341996,Company 1819
Region Vest,5582,Ølensvåg,Rogaland,8,3,1,1,1,0,1,1,0,0,1,0,0,0,0,0,17,"=""01.03.2014",Bygging av vann- og kloakkanlegg (42210),16,3013543,Company 1820
Region Sørøst,3832,Lunde,Telemark,7,1,2,0,0,4,0,0,1,0,0,0,0,1,1,1,18,"=""24.09.2013",Bygging av veier og motorveier (42110),41,11411040,Company 1821
Region Vest,6873,Marifjøra,Sogn og Fjordane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1822
Region Midt,7502,Stjørdal,Nord-Trøndelag,44,8,25,1,5,3,2,5,7,13,8,1,1,2,2,25,152,"=""19.02.1995",Grunnarbeid (43120),175,46638970,Company 1823
Region Midt,6064,Haddal,Møre og Romsdal,4,0,3,0,0,0,2,1,0,1,0,0,0,0,0,0,11,"=""12.03.1995",Hovedkontortjenester (70100),8,2114192,Company 1824
Region Nord,8601,Moi Rana,Nordland,4,2,4,1,1,3,3,1,0,1,0,0,0,0,0,0,20,"=""19.02.1995",Grunnarbeid (43120),18,2907912,Company 1825
Seksjon Ressurs og miljø,0511,Oslo,Oslo,1,20,2,0,0,0,0,0,0,0,0,0,8,0,0,9,40,"=""13.05.2013",Vaktmestertjenester (81101),225,72109182,Company 1826
Region Vest,4291,Kopervik,Rogaland,98,33,21,8,4,21,0,22,8,7,4,0,2,2,1,20,251,"=""19.02.1995",Grunnarbeid (43120),636,180964517,Company 1827
Region Midt,7340,Oppdal,Sør-Trøndelag,3,4,0,1,2,1,1,0,0,0,1,0,0,0,0,0,13,"=""10.08.2013",Grunnarbeid (43120),15,1631511,Company 1828
Region Midt,6450,Hjelset,Møre og Romsdal,4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,9,,,,,Company 1829
Region Midt,6674,Kvisvik,Møre og Romsdal,6,3,1,2,1,3,1,1,2,0,1,0,0,0,1,6,28,"=""12.03.1995",Bygging av veier og motorveier (42110),20,2682339,Company 1830
Region Vest,6868,Gaupne,Sogn og Fjordane,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,8,"=""16.05.2007",Grunnarbeid (43120),6,731460,Company 1831
Region Øst,2100,Skarnes,Hedmark,9,20,4,2,5,5,13,2,0,1,1,0,0,0,0,6,68,"=""17.02.2005",Grunnarbeid (43120),96,23119808,Company 1832
Region Midt,7212,Korsvegen,Sør-Trøndelag,6,2,1,2,1,1,0,1,0,0,0,0,0,0,0,2,16,"=""19.02.1995",Bygging av vann- og kloakkanlegg (42210),18,3783410,Company 1833
Region Sørøst,3171,Sem,Vestfold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1834
Region Sørøst,3241,Sandefjord,Vestfold,0,0,0,4,1,0,0,0,9,0,1,3,0,0,0,20,38,"=""19.02.1995",Grunnarbeid (43120),48,13788330,Company 1835
Region Vest,5780,Kinsarvik,Hordaland,3,4,1,1,1,1,1,0,1,0,1,1,0,0,0,1,16,"=""01.07.2008",Grunnarbeid (43120),8,566593,Company 1836
Region Vest,5174,Mathopen,Hordaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1837
Region Midt,7820,Spillum,Nord-Trøndelag,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,Company 1838
Region Vest,5285,Bruvik,Hordaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""20.02.1995",Grunnarbeid (43120),14,2342345,Company 1839
Region Sørøst,3172,Vear,Vestfold,16,0,4,6,0,4,2,6,0,2,0,0,0,1,0,6,47,"=""19.02.1995",Grunnarbeid (43120),102,19932181,Company 1840
Region Sørøst,3090,Hof,Vestfold,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,7,"=""12.03.1995",Grunnarbeid (43120),10,2197160,Company 1841
Region Vest,4250,Kopervik,Rogaland,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,,,,,Company 1842
Seksjon Ressurs og miljø,5906,Frekhaug,Hordaland,0,4,0,0,0,0,1,0,0,0,0,3,1,0,0,4,13,,,,,Company 1843
Region Nord,9266,Tromsø,Troms,6,1,0,1,0,0,5,1,0,1,0,0,0,0,0,1,16,"=""29.04.1998",Grunnarbeid (43120),27,4553220,Company 1844
Region Sørøst,3083,Holmestrand,Vestfold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""12.03.1995",Utvendig rengjøring av bygninger og industriell rengjøring (81220),23,2867515,Company 1845
Region Sørvest,4990,Søndeled,Aust-Agder,5,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,14,"=""19.02.1995",Grunnarbeid (43120),7,267868,Company 1846
Seksjon Ressurs og miljø,7291,Støren,Sør-Trøndelag,2,3,1,0,3,0,0,0,0,0,0,5,0,0,0,17,31,,,,,Company 1847
Region Sørøst,3720,Skien,Telemark,5,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,12,"=""19.02.1995",Annen spesialisert bygge- og anleggsvirksomhet (43990),13,2253878,Company 1848
Region Øst,2830,Raufoss,Oppland,12,1,3,1,1,1,1,4,2,0,1,0,0,2,1,1,31,"=""19.02.1995",Grunnarbeid (43120),28,11195389,Company 1849
Region Vest,5217,Hagavik,Hordaland,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,9,"=""22.10.1998",Annen spesialisert bygge- og anleggsvirksomhet (43990),7,603783,Company 1850
Region Øst,1351,Rud,Akershus,12,5,3,4,1,5,2,2,0,3,1,0,1,1,1,9,50,,,,,Company 1851
Region Vest,5955,Lindås,Hordaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1852
Region Vest,5052,Bergen,Hordaland,6,1,0,0,0,0,0,1,1,0,0,0,1,0,0,4,14,,,,,Company 1853
Region Sørøst,3405,Lier,Buskerud,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1854
Seksjon Ressurs og miljø,3766,Sannidal,Telemark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"=""08.04.1999",Tjenester tilknyttet skogbruk (02400),1,58742,Company 1855
Region Midt,6480,Aukra,Møre og Romsdal,15,9,7,5,5,3,2,2,2,4,1,3,2,1,0,12,73,"=""19.02.1995",Grunnarbeid (43120),46,8464155,Company 1856
Region Sørøst,3404,Lier,Buskerud,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,"=""20.04.2013",Beplantning av hager og parkanlegg (81300),1,316410,Company 1857
Region Sørøst,3610,Kongsberg,Buskerud,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,7,"=""11.08.2007",Grunnarbeid (43120),9,2061402,Company 1858
Region Sørøst,3270,Larvik,Vestfold,7,2,1,1,1,2,1,0,0,1,0,0,0,0,0,1,17,,,,,Company 1859
Region Vest,5954,Mongstad,Hordaland,6,3,3,2,0,1,3,2,2,0,0,0,0,1,0,6,29,,,,,Company 1860
Region Sørøst,3236,Sandefjord,Vestfold,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,9,"=""28.07.2009",Grunnarbeid (43120),23,6196044,Company 1861
Region Vest,6750,Stadlandet,Sogn og Fjordane,12,3,0,0,1,1,0,1,1,1,1,0,0,0,0,1,22,"=""12.03.1995",Grunnarbeid (43120),5,799650,Company 1862
Region Vest,5701,Voss,Hordaland,13,2,4,5,1,2,1,4,2,0,0,0,0,1,0,2,37,"=""08.12.1995",Bygging av vann- og kloakkanlegg (42210),31,6454178,Company 1863
Region Øst,2280,Gjesåsen,Hedmark,3,3,1,0,0,1,3,1,0,0,0,0,1,0,0,1,14,"=""18.02.2008",Grunnarbeid (43120),5,556673,Company 1864
Seksjon Ressurs og miljø,7750,Namdalseid,Nord-Trøndelag,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,"=""20.02.1995",Avvirkning (02200),6,608313,Company 1865
Seksjon Ressurs og miljø,7860,Skage i Namdalen,Nord-Trøndelag,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,,,,,Company 1866
Region Sørøst,3241,Sandefjord,Vestfold,41,19,16,2,2,7,3,13,0,5,0,1,2,4,1,10,126,,,,,Company 1867
Seksjon Ressurs og miljø,7718,Steinkjer,Nord-Trøndelag,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,8,"=""19.02.1995",Skogskjøtsel og andre skogbruksaktiviteter (02100),5,1043592,Company 1868
Region Nord,9046,Oteren,Troms,3,2,0,1,1,2,0,0,1,0,0,1,0,0,0,1,12,"=""12.03.1995",Bygging av vann- og kloakkanlegg (42210),17,619622,Company 1869
Region Vest,5576,Øvre Vats,Rogaland,9,1,2,1,1,1,1,2,2,1,0,0,0,0,0,3,24,"=""21.06.2003",Grunnarbeid (43120),16,3618720,Company 1870
Region Sørvest,4158,Bru,Rogaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1871
Region Midt,6450,Hjelset,Møre og Romsdal,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,"=""22.04.2016",Grunnarbeid (43120),6,801548,Company 1872
Region Øst,1802,Askim,Østfold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""19.02.1995",Grunnarbeid (43120),9,539448,Company 1873
Seksjon Ressurs og miljø,2420,Trysil,Hedmark,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,10,15,"=""29.06.1998",Avvirkning (02200),18,2390196,Company 1874
Region Midt,7075,Tiller,Sør-Trøndelag,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,"=""11.01.2007",Oppføring av bygninger (41200),938,823203063,Company 1875
Region Nord,9498,Harstad,Troms,12,3,4,3,1,2,1,2,2,0,0,0,0,1,0,5,36,"=""21.10.2014",Grunnarbeid (43120),81,12915348,Company 1876
Seksjon Ressurs og miljø,2162,Brårud,Akershus,0,1,3,0,0,0,0,0,0,0,2,0,1,0,0,8,15,"=""19.02.1995",Tjenester tilknyttet skogbruk (02400),10,2820754,Company 1877
Region Vest,5265,Ytre Arna,Hordaland,20,27,3,0,0,1,5,2,0,2,9,0,5,0,0,3,77,"=""12.03.1995",Godstransport på vei (49410),107,22339333,Company 1878
Region Midt,6070,Tjørvåg,Møre og Romsdal,3,0,0,0,1,1,1,1,1,0,0,0,0,0,0,2,10,,,,,Company 1879
Region Midt,6216,Geiranger,Møre og Romsdal,2,4,1,1,1,0,2,0,0,0,0,2,0,0,0,0,13,"=""09.05.1998",Grunnarbeid (43120),2,262350,Company 1880
Seksjon Ressurs og miljø,3277,Steinsholt,Vestfold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,"=""19.02.1995",Skogskjøtsel og andre skogbruksaktiviteter (02100),7,566957,Company 1881
Region Øst,1387,Asker,Akershus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1882
Region Midt,7550,Hommelvik,Sør-Trøndelag,6,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,14,"=""24.04.2007",Grunnarbeid (43120),22,5517076,Company 1883
Seksjon Ressurs og miljø,3534,Sokna,Buskerud,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,8,15,,,,,Company 1884
Region Nord,8658,Mosjøen,Nordland,12,1,9,1,1,3,1,3,2,6,2,1,0,1,1,4,48,"=""15.05.1995",Grunnarbeid (43120),60,9896319,Company 1885
Seksjon Ressurs og miljø,4724,Iveland,Aust-Agder,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,7,"=""30.04.2008",Tjenester tilknyttet skogbruk (02400),3,589573,Company 1886
Region Vest,5392,Storebø,Hordaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1887
Region Vest,5135,Flaktveit,Hordaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1888
Region Sørvest,4098,Tananger,Rogaland,2,6,2,3,2,1,1,0,0,0,0,0,1,0,2,9,29,"=""12.03.1995",Utleie av egen eller leid fast eiendom ellers (68209),2,688261,Company 1889
Seksjon Ressurs og miljø,7690,Mosvik,Nord-Trøndelag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"=""19.02.1995",Avvirkning (02200),3,361909,Company 1890
Region Sørvest,4849,Arendal,Aust-Agder,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,Company 1891
Seksjon Ressurs og miljø,7520,Hegra,Nord-Trøndelag,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,17,22,"=""02.08.2001",Avvirkning (02200),31,5722649,Company 1892
Region Midt,6120,Folkestadbygd,Møre og Romsdal,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,7,,,,,Company 1893
Region Sørvest,4363,Brusand,Rogaland,3,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,8,"=""24.01.2002",Melkeproduksjon på storfe (01410),,,Company 1894
Region Øst,2024,Gjerdrum,Akershus,3,1,2,3,0,0,3,0,0,0,0,0,0,0,0,0,12,"=""15.04.2009",Beplantning av hager og parkanlegg (81300),57,13625338,Company 1895
Region Midt,7092,Tiller,Sør-Trøndelag,1,3,1,2,0,1,1,0,0,0,0,0,1,0,0,0,10,,,,,Company 1896
Region Midt,7633,Frosta,Nord-Trøndelag,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"=""12.03.1995",Bygging av vann- og kloakkanlegg (42210),1,98507,Company 1897
Seksjon Ressurs og miljø,2480,Koppang,Hedmark,2,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,8,"=""19.02.1995",Produksjon av elektrisitet fra vannkraft (35111),1,356221,Company 1898
Region Vest,5464,Dimmelsvik,Hordaland,3,4,1,1,2,0,0,1,0,2,2,0,0,0,0,1,17,,,,,Company 1899
Seksjon Ressurs og miljø,7320,Fannrem,Sør-Trøndelag,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,12,"=""04.12.2003",Tjenester tilknyttet skogbruk (02400),1,531823,Company 1900
Region Sørøst,3702,Skien,Telemark,3,3,1,1,0,1,2,0,0,0,0,0,0,0,0,5,16,,,,,Company 1901
Region Sørøst,3901,Porsgrunn,Telemark,10,3,2,0,0,2,2,2,0,0,0,1,0,0,0,10,32,"=""19.02.1995",Grunnarbeid (43120),24,8427330,Company 1902
Region Midt,6456,Skåla,Møre og Romsdal,2,2,0,0,1,2,0,1,0,0,0,0,0,0,0,1,9,"=""19.02.1995",Godstransport på vei (49410),2,327580,Company 1903
Region Sørøst,3282,Kvelde,Vestfold,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,5,,,,,Company 1904
Region Sørøst,3274,Larvik,Vestfold,10,3,1,1,1,2,2,2,0,0,0,0,0,0,0,0,22,"=""19.02.1995",Grunnarbeid (43120),42,9816952,Company 1905
Region Vest,5343,Straume,Hordaland,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,4,,,,,Company 1906
Region Midt,6143,Fiskåbygd,Møre og Romsdal,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,Company 1907
Region Midt,6430,Bud,Møre og Romsdal,5,1,5,0,1,0,0,0,1,5,1,0,0,0,0,5,24,"=""19.02.1995","Utvinning fra grus- og sandtak, og utvinning av leire og kaolin (08120)",14,2920235,Company 1908
Seksjon Ressurs og miljø,2080,Eidsvoll,Akershus,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,3,9,"=""19.02.1995",Avvirkning (02200),4,824936,Company 1909
Region Nord,9610,Rypefjord,Finnmark,6,5,5,0,1,4,7,1,1,1,0,0,0,0,0,0,31,"=""27.03.2000",Grunnarbeid (43120),48,9833238,Company 1910
Region Sørøst,3330,Skotselv,Buskerud,5,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,11,,,,,Company 1911
Region Sørøst,3358,Nedre Eggedal,Buskerud,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,6,,,,,Company 1912
Seksjon Ressurs og miljø,2860,Hov,Oppland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,"=""27.03.1996",Avvirkning (02200),2,245540,Company 1913
Region Nord,8531,Bjerkvik,Nordland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 1914
Seksjon Ressurs og miljø,1950,Rømskog,Østfold,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,15,"=""19.02.1995",Avvirkning (02200),20,3227744,Company 1915
Region Sørøst,3614,Kongsberg,Buskerud,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,"=""05.07.2010",Grunnarbeid (43120),17,2517306,Company 1916
Region Nord,9016,Tromsø,Troms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""12.03.1995",Grunnarbeid (43120),28,6382060,Company 1917
Seksjon Ressurs og miljø,3171,Sem,Vestfold,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,"=""08.07.2011",Innsamling av ikke-farlig avfall (38110),114,20819695,Company 1918
Region Vest,5705,Voss,Hordaland,6,2,1,2,1,1,5,1,0,0,0,2,0,1,0,5,27,"=""12.03.1995",Grunnarbeid (43120),11,2231477,Company 1919
Seksjon Ressurs og miljø,8690,Hattfjelldal,Nordland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"=""23.06.2011",Tjenester tilknyttet skogbruk (02400),5,1096665,Company 1920
Region Midt,7725,Steinkjer,Nord-Trøndelag,8,16,13,0,1,3,1,2,1,1,2,0,3,1,2,4,58,"=""17.08.1995",Grunnarbeid (43120),75,14467244,Company 1921
Region Midt,7502,Stjørdal,Nord-Trøndelag,13,13,5,0,1,2,2,3,0,1,2,0,0,1,0,0,43,"=""12.03.1995",Grunnarbeid (43120),56,11543187,Company 1922
Seksjon Ressurs og miljø,3539,Flå,Buskerud,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,"=""05.05.1998",Tjenester tilknyttet skogbruk (02400),4,1027211,Company 1923
Region Midt,7790,Malm,Nord-Trøndelag,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,7,"=""19.02.1995",Grunnarbeid (43120),9,442032,Company 1924
Region Sørøst,3171,Sem,Vestfold,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,8,"=""08.05.2006",Annen spesialisert bygge- og anleggsvirksomhet (43990),20,4379234,Company 1925
Region Sørøst,3090,Hof,Vestfold,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,"=""17.04.1998",Grunnarbeid (43120),,,Company 1926
Region Sørøst,3081,Holmestrand,Vestfold,10,0,1,1,0,2,1,5,0,0,0,0,0,1,0,1,22,"=""28.02.2008",Utleie og leasing av bygge- og anleggsmaskiner og -utstyr (77320),10,2906179,Company 1927
Region Midt,6100,Volda,Møre og Romsdal,2,1,1,1,1,1,1,0,0,2,0,1,0,0,0,5,16,"=""12.10.1998",Grunnarbeid (43120),9,928495,Company 1928
Region Midt,6600,Sunndalsøra,Møre og Romsdal,11,6,9,3,2,4,0,5,0,2,2,0,0,1,2,5,52,,,,,Company 1929
Region Midt,7080,Heimdal,Sør-Trøndelag,9,8,15,1,2,0,3,0,0,10,3,1,1,1,0,0,54,"=""12.03.1997","Utvinning fra grus- og sandtak, og utvinning av leire og kaolin (08120)",57,34391084,Company 1930
Region Øst,3521,Jevnaker,Oppland,5,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,10,"=""20.02.1995",Bygging av vann- og kloakkanlegg (42210),13,3246297,Company 1931
Seksjon Ressurs og miljø,2830,Raufoss,Oppland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"=""04.10.2005",Tjenester tilknyttet skogbruk (02400),3,522546,Company 1932
Region Sørvest,4755,Hovden i Setesdal,Aust-Agder,6,3,3,2,1,1,0,1,1,0,0,0,0,0,0,9,27,,,,,Company 1933
Region Sørøst,3937,Porsgrunn,Telemark,3,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,8,"=""19.02.1995",Grunnarbeid (43120),15,1415145,Company 1934
Region Sørøst,3182,Horten,Vestfold,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,6,,,,,Company 1935
Region Midt,7502,Stjørdal,Nord-Trøndelag,11,0,5,1,0,1,0,0,0,1,0,0,0,1,0,0,20,,,,,Company 1936
Region Sørøst,3060,Svelvik,Vestfold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""07.10.1997",Grunnarbeid (43120),1,327350,Company 1937
Region Sørøst,3577,Hovet,Buskerud,2,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,9,"=""19.01.2001",Grunnarbeid (43120),4,550429,Company 1938
Region Sørøst,3174,Revetal,Vestfold,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"=""04.07.2011",Grunnarbeid (43120),2,712790,Company 1939
Region Vest,5113,Tertnes,Hordaland,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,,,,,Company 1940
Region Midt,7519,Elvarli,Nord-Trøndelag,4,3,1,1,1,1,1,0,1,0,0,1,0,0,0,3,17,"=""20.02.1995",Grunnarbeid (43120),,,Company 1941
Region Øst,2020,Skedsmokorset,Akershus,5,0,4,0,0,0,0,0,12,0,0,10,0,0,0,32,63,"=""19.02.1995",Annen spesialisert bygge- og anleggsvirksomhet (43990),128,43026493,Company 1942
Seksjon Ressurs og miljø,3719,Skien,Telemark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,Company 1943
Seksjon Ressurs og miljø,7873,Harran,Nord-Trøndelag,2,2,0,2,2,0,0,0,0,0,1,0,0,0,0,5,14,"=""19.02.1995",Tjenester tilknyttet skogbruk (02400),6,,Company 1944
Region Sørøst,3267,Larvik,Vestfold,4,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,"=""19.02.1995",Grunnarbeid (43120),,631927,Company 1945
Region Øst,1870,Ørje,Østfold,3,3,3,0,1,0,0,1,0,5,1,0,0,1,1,0,19,"=""12.03.1995",Grunnarbeid (43120),8,1071131,Company 1946
Seksjon Ressurs og miljø,1746,Skjeberg,Østfold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,,,,Company 1947
Seksjon Ressurs og miljø,2411,Elverum,Hedmark,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,14,"=""19.02.1995",Tjenester tilknyttet skogbruk (02400),32,4080774,Company 1948
Region Midt,7820,Spillum,Nord-Trøndelag,6,5,8,0,1,0,0,0,0,4,3,0,0,0,0,0,27,"=""19.02.1995",Grunnarbeid (43120),39,9071595,Company 1949
Region Sørøst,3671,Notodden,Telemark,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,"=""07.11.2005",Bygging av veier og motorveier (42110),15,2952058,Company 1950
Region Sørvest,4790,Lillesand,Aust-Agder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""28.05.2001",Hav- og kystfiske (03111),,,Company 1951
Region Midt,7246,Sandstad,Sør-Trøndelag,3,1,1,3,1,0,0,0,1,0,0,1,0,0,0,1,12,,,,,Company 1952
Region Nord,9711,Lakselv,Finnmark,4,2,3,1,2,2,1,1,0,2,2,2,0,2,0,2,26,"=""20.02.1995",Grunnarbeid (43120),24,3917916,Company 1953
Region Midt,6092,Fosnavåg,Møre og Romsdal,16,8,2,2,2,3,3,2,2,2,1,0,1,0,0,4,48,"=""01.02.2001",Grunnarbeid (43120),42,9793033,Company 1954
Region Midt,7037,Trondheim,Sør-Trøndelag,25,25,4,2,3,3,0,0,0,0,0,0,0,0,0,5,67,"=""08.05.2003",Grunnarbeid (43120),107,30952702,Company 1955
